oil_proxy,rpoil,woprod,woinv,wip,usip,uscpi
7.575744377358138e-12,-42.36837409566181,-13.871063184921923,2.333133058259932,-30.71609569414153,-25.85525856251968,-24.574897046343438
7.575744377358138e-12,-56.41765785006672,-12.512080153871693,2.341224611761845,-30.193602455340738,-26.198852843937345,-24.208596270469684
7.575744377358138e-12,-71.6633386413722,-10.541076536306946,4.491362600648131,-29.651432601609088,-25.646652663277678,-24.117230343602216
9.382960881007577,-45.222900954131546,-9.426415735347291,4.106123222839869,-30.166408420221444,-25.780292815895677,-24.02594781786621
7.575744377358138e-12,-46.780348714123534,-16.508975027311863,5.189347309678169,-29.338646238095407,-25.57919891690591,-23.66164869001608
-1.1491975049924243,-47.3718797533445,-15.862386803251866,5.005016966750304,-29.086193526222928,-25.126946674683268,-23.47999559737633
7.575744377358138e-12,-45.19107228141371,-14.196358161707849,4.847304015990858,-29.133458296707033,-24.659374860938954,-23.298671884958253
2.9975366100075758,-39.99557348556931,-13.894130283377535,4.61022478692189,-28.461746238987132,-23.833955133862617,-22.937007837939404
7.575744377358138e-12,-25.65159544545662,-15.136932389279536,4.7520574608108745,-29.604525307158212,-24.149941119674224,-22.39695251993936
7.575744377358138e-12,-31.123550953425706,-16.39692246057075,5.005108332726877,-27.36946034026181,-22.870633774870782,-22.038529197157914
7.575744377358138e-12,-28.26651836458609,-17.75605858708741,5.561231956600864,-27.602156056685658,-22.705078718968934,-21.68138596039813
7.575744377358138e-12,-26.88151176618703,-16.52088001820607,5.0622416867785205,-27.036224317383017,-22.05809736601026,-21.236743164684697
7.575744377358138e-12,-23.089829265817457,-15.064995410302117,4.853311948128635,-26.604373172459816,-21.425355613679926,-20.970903398023665
1.1923765580075758,-20.392844386134925,-15.603945653624123,5.5527731054476135,-26.31285577633122,-20.951657019453933,-20.529401577112026
7.575744377358138e-12,-14.271305452826539,-11.077396793285288,5.485947561067292,-26.075430548746283,-20.259073002707964,-20.265433100034727
7.575744377358138e-12,-19.90437309700218,-9.710036802796594,7.113958503668755,-25.694297866111185,-19.433134583924982,-19.82702818918125
7.575744377358138e-12,-24.01295504613097,-10.749717859935345,8.333082943268892,-24.991980749147615,-19.164203803473242,-19.47768285572522
7.575744377358138e-12,-22.63853191032149,-10.414549793059223,9.512762948755721,-23.78804142163989,-17.73098320093169,-19.216472432932733
7.575744377358138e-12,-27.774122757973146,-11.210488152586095,11.000290843075277,-23.24242520622755,-17.19144912653519,-18.86924986185784
-4.3240011569924235,-37.24021251740271,-11.08257683782108,10.239414488903435,-22.954549066081086,-16.704642525939278,-18.69608964543005
