DATES,LIP,UNEMP,LCPI,FFR,LPCOM,LRCDUR,LRCND,LRCSV,RRSHOCK,CUMRRSHOCK,CUMRRSHOCKORIG,BCSHOCK,CUMBCSHOCK,MP1_TC,FF4_TC,ED2_TC,ED3_TC,ED4_TC,GS1,EBP,szshock,rrshock83,cumrrshock83,rrshock83b,mp1_vr,ff1_vr,ff4_vr,ed2_vr,ff1_gkgreen,ff4_gkgreen,ed2_gkgreen,wu_xia,lm1,lm2,ltr,lnbr,factor1,factor2,factor3,factor4,factor5
1976.416667,3.814751904,7.6,4.037774211,5.48,5.334842141,3.047897688,3.853715697,3.600239479,-0.0270147,-5.0607549,-4.5007158,,,,,,,,6.52,0.0633,-0.063838,,,,,,,,,,,5.71,5.691034902,6.982491625,3.25663393,2.880321422,-0.187539344,0.040239085,0.310622443,-0.048849783,-0.099692487
1976.5,3.820791098,7.8,4.043051268,5.31,5.375509862,3.053151764,3.850870744,3.606095493,-0.1440769,-5.2048318,-4.6408095,,,,,,,,6.2,0.0578,-3.3182,,,,,,,,,,,5.32,5.694405313,6.990532705,3.267475495,2.874355287,0.007078252,0.142127363,0.217303723,0.01417849,0.030513102
1976.583333,3.827747519,7.8,4.048300624,5.29,5.332138915,3.045426791,3.854521003,3.609403253,-0.0503726,-5.2552044,-4.6842775,,,,,,,,6,-0.0268,-1.6338,,,,,,,,,,,5.31,5.700443573,7.001882942,3.260555052,2.887757232,-0.206642034,0.093009232,-0.009123541,0.258908463,-0.097112396
1976.666667,3.830522235,7.6,4.053522568,5.25,5.31359999,3.051876284,3.855473818,3.614209786,-0.0077816,-5.262986,-4.6672611,,,,,,,,5.84,-0.0356,-0.80477,,,,,,,,,,,5.31,5.702448252,7.012835755,3.249598998,2.887478688,-0.115335621,0.030051967,0.00046037,0.178146244,-0.127981551
1976.75,3.830871517,7.7,4.058717385,5.02,5.280662431,3.041899954,3.862223332,3.615824773,-0.0823017,-5.3452877,-4.7086835,,,,,,,,5.5,0.0078,-2.8957,,,,,,,,,,,5.02,5.710427017,7.025538315,3.269911086,2.889426867,-0.149583116,0.168333982,-0.033949929,0.177605972,0.020428409
1976.833333,3.845293285,7.8,4.062165664,4.95,5.284117017,3.053623752,3.860477048,3.624580904,0.0016443,-5.3436434,-4.6781173,,,,,,,,5.29,-0.1798,-0.32983,,,,,,,,,,,4.69,5.715711046,7.037203346,3.277408849,2.905150895,0.074825885,0.122617419,-0.027009203,0.11859619,-0.087349546
1976.916667,3.855693895,7.8,4.06731589,4.65,5.301462416,3.100902771,3.869574689,3.630614546,-0.1194494,-5.4630928,-4.8075898,,,,,,,,4.89,0.0383,-2.0927,,,,,,,,,,,4.17,5.724238483,7.049254841,3.284251495,2.908811802,-0.382727908,-0.032727534,-0.065840147,0.248976718,-0.448476579
1977,3.85015824,7.5,4.072439727,4.61,5.334070536,3.068238964,3.86802932,3.634740008,-0.1224781,-5.5855709,-4.9052016,,,,,,,,5.29,-0.181,-0.34464,,,,,,,,,,,4.65,5.731073335,7.060648025,3.3010455,2.909793049,-0.30690094,0.058290966,-0.150298322,0.353592126,-0.207412866
1977.083333,3.865314972,7.6,4.082609306,4.68,5.361057396,3.10315067,3.863525798,3.638112337,-0.1395348,-5.7251057,-4.9932505,,,,,,,,5.47,-0.0907,-0.5177,,,,,,,,,,,4.73,5.741399338,7.071233748,3.261973628,2.902904011,-0.127737428,0.231204973,0.12334845,-0.056809303,0.092574784
1977.166667,3.877744141,7.4,4.087655574,4.69,5.386419815,3.132969292,3.858706613,3.633815903,-0.2478156,-5.9729213,-5.2207578,,,,,,,,5.5,0.041,-1.3478,,,,,,,,,,,4.72,5.749074464,7.080447287,3.256094535,2.906955703,-0.578047155,0.248176492,0.132998051,0.228839421,-0.201560534
1977.25,3.886614937,7.2,4.094344562,4.73,5.397257314,3.126277963,3.864679794,3.634924727,-0.085265,-6.0581863,-5.2712219,,,,,,,,5.44,0.0126,-1.7361,,,,,,,,,,,5.12,5.755742214,7.089743447,3.273742726,2.912676698,-0.640681689,0.064043833,-0.022614202,0.185206847,-0.100184587
1977.333333,3.895238938,7,4.097672352,5.35,5.387518012,3.12152757,3.865560131,3.641132496,-0.0841385,-6.1423248,-5.3211125,,,,,,,,5.84,-0.0946,2.9164,,,,,,,,,,,5.47,5.75953249,7.097548851,3.260324823,2.911208708,-0.479912076,0.155744447,-0.083762262,0.223268583,-0.047726359
1977.416667,3.902588641,7.2,4.102643365,5.39,5.339939041,3.127593522,3.85986618,3.64223324,-0.1610702,-6.303395,-5.4659285,,,,,,,,5.8,-0.1581,-2.0711,,,,,,,,,,,5.64,5.764563947,7.104801231,3.251575321,2.901861058,-0.500694975,0.077263503,0.01586338,-0.039193911,-0.031165257
1977.5,3.904379871,6.9,4.107589789,5.42,5.318365062,3.130612756,3.870409031,3.650268555,-0.2676827,-6.5710777,-5.7061043,,,,,,,,5.94,-0.0814,-0.69178,,,,,,,,,,,5.86,5.768945801,7.112082916,3.284438821,2.913708438,-0.423329122,0.070364085,-0.175521931,0.109831304,-0.119034811
1977.583333,3.904553176,7,4.112511866,5.9,5.302508571,3.140265424,3.86553918,3.64941071,0.0024756,-6.5686021,-5.6756526,,,,,,,,6.37,-0.1449,2.0856,,,,,,,,,,,6.03,5.775482789,7.120444372,3.276163119,2.882451587,-0.299058313,0.13635579,-0.12655447,-0.014281584,0.023111816
1977.666667,3.909174954,6.8,4.115779843,6.14,5.304796333,3.148238745,3.868990236,3.650943915,0.0441249,-6.5244772,-5.6049795,,,,,,,,6.53,-0.0914,0.78472,,,,,,,,,,,6.46,5.782285536,7.1278542,3.268998434,2.904000683,-0.236883326,0.116296518,-0.044468976,-0.125833572,0.034457347
1977.75,3.911420824,6.8,4.120661871,6.47,5.314830275,3.148024084,3.883973264,3.657672544,-0.0372709,-6.5617481,-5.630138,,,,,,,,6.97,-0.1111,1.4931,,,,,,,,,,,6.6,5.788123623,7.134093721,3.292535125,2.871188938,-0.301247893,0.071354349,-0.159530421,-0.039698598,-0.021302203
1977.833333,3.912125,6.8,4.127134385,6.51,5.327390614,3.162390126,3.895344692,3.658265595,-0.0659826,-6.6277307,-5.6790066,,,,,,,,6.95,-0.0942,0.085408,,,,,,,,,,,6.56,5.794841206,7.14076995,3.294465556,2.898670561,-0.351045257,0.075054759,-0.025240042,-0.11548703,-0.036180101
1977.916667,3.913711579,6.4,4.131961426,6.56,5.359788689,3.171029215,3.889306938,3.663253906,-0.1152749,-6.7430056,-5.8010284,,,,,,,,6.96,-0.2473,-0.052168,,,,,,,,,,,6.53,5.801816215,7.147008372,3.300787554,2.913437031,-0.349072999,0.242248777,-0.135478588,0.101436584,0.119772157
1978,3.899932205,6.4,4.138361448,6.7,5.384495063,3.101577672,3.881728733,3.66704276,-0.2165074,-6.959513,-6.0054168,,,,,,,,7.28,-0.2437,-0.3043,,,,,,,,,,,6.79,5.812337881,7.154380954,3.337902531,2.934175968,-0.454426905,0.04232724,-0.079903256,0.06375188,0.007537286
1978.083333,3.904909766,6.3,4.143134726,6.78,5.395126422,3.13645028,3.896117176,3.676123441,0.0573472,-6.9021658,-5.900062,,,,,,,,7.34,-0.2429,-0.36898,,,,,,,,,,,6.83,5.815025653,7.158903027,3.315276319,2.952563778,0.104312286,0.402140272,0.084412755,-0.227939513,0.433303301
1978.166667,3.923753928,6.3,4.149463861,6.79,5.422170829,3.162051473,3.903486674,3.683263715,-0.0014195,-6.9035853,-5.8583221,,,,,,,,7.31,-0.2266,-1.2115,,,,,,,,,,,6.97,5.82008293,7.164101471,3.300713843,2.942226006,-0.418116187,0.116514114,-0.060181261,0.061956767,-0.114453341
1978.25,3.944308185,6.1,4.157319361,6.89,5.429345629,3.198877178,3.896604753,3.688154191,-0.0921419,-6.9957272,-5.9242691,,,,,,,,7.45,-0.1779,-0.19105,,,,,,,,,,,7.25,5.828651457,7.170427188,3.32991618,2.936565963,-0.727891261,0.099951215,-0.112278609,0.265890685,-0.345425215
1978.333333,3.947747228,6,4.166665224,7.36,5.429784129,3.209269835,3.903163879,3.688754446,-0.2391022,-7.2348294,-6.1394669,,,,,,,,7.82,-0.1218,0.91535,,,,,,,,,,,7.43,5.84325452,7.178164023,3.32970138,2.914684895,-0.879564892,0.294133429,-0.112407317,0.263751448,-0.176862744
1978.416667,3.954691614,5.9,4.17438727,7.6,5.436556411,3.208542621,3.90469623,3.694165459,0.1988957,-7.0359337,-5.897262,,,,,,,,8.09,-0.3669,-0.85552,,,,,,,,,,,8.01,5.849036554,7.184250006,3.330560302,2.932472934,-0.460873822,0.41039907,0.009463527,0.005051546,0.14933589
1978.5,3.954411772,6.2,4.182050143,7.81,5.433154157,3.19068209,3.902093874,3.691850038,-0.150788,-7.1867217,-6.0409553,,,,,,,,8.39,-0.2592,-1.6285,,,,,,,,,,,8,5.851052393,7.188488262,3.356897123,2.93391006,-0.67976823,0.345790023,-0.012853562,0.1052489,0.044355132
1978.583333,3.957953848,5.9,4.188138442,8.04,5.465017542,3.215028433,3.906809438,3.69892879,-0.0950329,-7.2817546,-6.1042961,,,,,,,,8.31,-0.3066,-0.0469,,,,,,,,,,,8.4,5.856789644,7.195562344,3.333952981,2.932366398,-0.271468135,0.337618488,-0.005763806,-0.035178626,0.247285087
1978.666667,3.960611244,6,4.197201948,8.45,5.493267183,3.169811623,3.91870066,3.701573542,-0.1752538,-7.4570084,-6.2620704,,,,,,,,8.64,-0.2386,0.71423,,,,,,,,,,,8.9,5.864199196,7.204149292,3.339144657,2.940959248,-0.390924864,0.15801028,-0.276544117,0.235677111,0.141299036
1978.75,3.96870953,5.8,4.206184044,8.96,5.525612289,3.196507509,3.91152288,3.701573542,0.1244038,-7.3326046,-6.1306789,,,,,,,,9.14,-0.4571,2.7242,,,,,,,,,,,9.35,5.867317554,7.209562125,3.35766338,2.935557551,-0.407276453,0.356565654,0.101486011,0.019604896,0.003899125
1978.833333,3.975996367,5.9,4.212127598,9.76,5.530222424,3.199733779,3.922012939,3.701203204,0.1484506,-7.184154,-5.9638349,,,,,,,,10.01,-0.2158,2.9267,,,,,,,,,,,9.94,5.873243916,7.214577995,3.39618484,2.953294391,-0.624144479,0.435647781,0.061709659,-0.032553591,0.031771298
1978.916667,3.981580784,6,4.218036035,10.03,5.524456427,3.203396638,3.932452887,3.70512183,-0.0601637,-7.2443177,-6.0068871,,,,,,,,10.3,-0.3683,-0.14616,,,,,,,,,,,10.84,5.878575765,7.21964204,3.445118569,2.938367956,-0.704646472,0.311470185,0.075460736,-0.273524865,0.027805197
1979,3.975035363,5.9,4.226833745,10.07,5.54259599,3.183331545,3.924504783,3.708584037,0,-7.2443177,-6.0068871,,,,,,,,10.41,-0.2368,-0.65247,,,,,,,,,,,10.57,5.882207561,7.223733221,3.465423354,2.934813859,-0.439494405,0.224523163,0.022260552,-0.050078007,0.08108212
1979.083333,3.980378607,5.9,4.237000863,10.06,5.59117353,3.190147078,3.926714554,3.714400991,-0.1817765,-7.4260942,-6.1581399,,,,,,,,10.24,-0.302,-0.53742,,,,,,,,,,,10.24,5.885826215,7.228243303,3.421849321,2.913599884,-0.159968349,0.471959209,0.095471432,-0.009276487,0.226415919
1979.166667,3.983727663,5.8,4.247065649,10.09,5.625280247,3.190435197,3.928093186,3.715326624,0.0737062,-7.352388,-6.0261853,,,,,,,,10.25,-0.102,-0.4473,,,,,,,,,,,10.07,5.893024474,7.235475038,3.415724681,2.914467987,-0.322452751,0.453597579,0.05555111,0.194243206,0.110539944
1979.25,3.972805732,5.8,4.257030144,10.01,5.621487232,3.17073545,3.914380225,3.718389711,-0.1019559,-7.4543439,-6.0899902,,,,,,,,10.12,-0.1779,-1.2084,,,,,,,,,,,10.43,5.908082938,7.245726392,3.433438667,2.922462412,-0.47858975,0.47847832,0.026104564,0.20220525,0.058925814
1979.333333,3.980533627,5.6,4.268297869,10.24,5.624450625,3.175091112,3.923042072,3.717394022,0.0686255,-7.3857184,-5.9840089,,,,,,,,10.12,-0.2693,1.7432,,,,,,,,,,,10.31,5.91242134,7.251486817,3.40747762,2.878524073,0.269596203,0.830645162,0.091320564,0.00394329,0.456886686
1979.416667,3.980281474,5.7,4.279440046,10.29,5.627800954,3.149354242,3.93597388,3.721201426,0,-7.3857184,-5.9840089,,,,,,,,9.57,-0.161,-1.6524,,,,,,,,,,,10.54,5.922650231,7.260522598,3.399529325,2.911807039,-0.584020942,0.545247241,0.168325154,0.219641904,-0.285417115
1979.5,3.978879463,5.7,4.290459441,10.47,5.639208397,3.175508928,3.923773695,3.71994198,0.6975303,-6.6881881,-5.2198102,,,,,,,,9.64,-0.2219,0.68654,,,,,,,,,,,10.81,5.932775551,7.268780746,3.412928305,2.935026398,-0.193445439,0.582720963,-0.261141767,0.330995261,0.136583767
1979.583333,3.972097829,6,4.300002799,10.94,5.632823386,3.194706076,3.940979685,3.724584379,0.3598159,-6.3283722,-4.8993259,,,,,,,,9.98,-0.3151,2.5123,,,,,,,,,,,11.29,5.937008361,7.276971254,3.407510744,2.940378113,-0.083788033,0.690110313,0.01110549,0.169891131,0.122505495
1979.666667,3.973163259,5.9,4.309455942,11.43,5.638781624,3.207329421,3.94357981,3.724391375,-0.1433239,-6.4716961,-5.1222612,,,,,,,,10.84,-0.0869,3.4112,,,,,,,,,,,12.16,5.938327449,7.282142432,3.412038405,2.926757259,0.148428297,0.760347948,0.042741975,-0.059532882,0.069161405
1979.75,3.97843789,6,4.320151231,13.77,5.648410699,3.170189655,3.93977435,3.730333249,0,-6.4716961,-5.1222612,,,,,,,,12.44,-0.9129,15.857,,,,,,,,,,,14.82,5.942274303,7.28646565,3.453093827,2.909793049,-0.294888336,0.625010563,0.382680722,-0.02673483,-0.13645946
1979.833333,3.977675905,5.9,4.33073334,13.18,5.638461425,3.166023421,3.945032159,3.73301595,0.1038529,-6.3678432,-5.0760778,,,,,,,,12.39,-0.1627,-6.4656,,,,,,,,,,,13.96,5.942274303,7.290224667,3.473828073,2.917338206,-0.337636984,0.767496225,0.498803536,-0.586806235,-0.188850769
1979.916667,3.978542688,6,4.342505877,13.78,5.655537162,3.163320831,3.939443601,3.731531773,0,-6.3678432,-5.0760778,,,,,,,,11.98,0.1323,3.2317,,,,,,,,,,,14.77,5.944896911,7.295531524,3.486640863,2.957407159,-0.060167493,0.668526358,0.248667988,-0.121486378,-0.095769308
1980,3.983137358,6.3,4.356708827,13.82,5.658227073,3.19392718,3.943250318,3.736049259,0.0847353,-6.2831079,-5.0889509,,,,,,,,12.06,-0.0995,-0.15351,,,,,,,,,,,13.4,5.9553191,7.301620029,3.493715789,2.967949893,0.045158447,0.687679377,-0.03471883,0.355372967,-0.201551189
1980.083333,3.983368308,6.3,4.369447852,14.13,5.683987847,3.153504957,3.943657322,3.730525109,0.2826824,-6.0004255,-4.8941267,,,,,,,,13.92,-0.5858,2.2262,,,,,,,,,,,16.33,5.966403117,7.309613891,3.469759049,2.945859023,-0.152108875,0.962084735,0.223064223,0.277172087,-0.193398834
1980.166667,3.980212354,6.3,4.383275854,17.19,5.653786584,3.102476831,3.935837184,3.732776715,1.433455,-4.5669705,-3.4715007,,,,,,,,15.82,0.2606,21.341,,,,,,,,,,,19.85,5.962035736,7.313087045,3.47797322,2.889148788,-0.272745374,0.900697928,0.913520469,-0.37739968,-0.156279881
1980.25,3.959776442,6.9,4.393213824,17.61,5.607785392,3.044236683,3.930962515,3.72588618,-3.250249,-7.8172195,-6.6908517,,,,,,,,13.3,-0.7332,0.99918,,,,,,,,,,,14.64,5.950121584,7.314685979,3.526595791,2.929912933,-0.010342996,1.03021234,0.907796299,-0.694346454,-0.286720131
1980.333333,3.935214003,7.5,4.403054002,10.98,5.57538076,3.020912572,3.927856984,3.7241018,-0.7961999,-8.6134194,-7.4568899,,,,,,,,9.39,0.0239,-45.37,,,,,,,,,,,11.06,5.952723719,7.32138695,3.495961958,3.003898836,1.3001318,0.907557453,-0.680680838,0.441528971,0.046483838
1980.416667,3.922875899,7.6,4.412798293,9.47,5.561834812,3.044236683,3.923061853,3.730237305,0,-8.6134194,-7.4568899,,,,,,,,8.16,-0.0822,-1.4354,,,,,,,,,,,10.44,5.96383638,7.332500002,3.476644932,3.020571217,1.7817469,0.67467509,-1.11073888,1.51318753,0.201140932
1980.5,3.915000568,7.8,4.414009681,9.03,5.615315493,3.095125017,3.922587009,3.734259047,0.4034276,-8.2099918,-7.0527245,,,,,,,,8.65,0.0967,5.1973,,,,,,,,,,,9.93,5.976350909,7.343102762,3.452777302,3.027909005,1.0024173,0.602891872,-0.306144539,0.653598536,-0.274434809
1980.583333,3.918919172,7.7,4.421247348,9.61,5.665388087,3.073433781,3.929312674,3.737336229,-0.0878418,-8.2978336,-7.2524308,,,,,,,,10.24,-0.0379,9.2972,,,,,,,,,,,10.74,5.989462544,7.353402177,3.37152824,3.024951212,0.569213819,0.281960125,0.476040394,-0.023170116,-0.289343222
1980.666667,3.934989251,7.5,4.429625613,10.87,5.679421474,3.071025258,3.922587009,3.742017296,0.8627606,-7.435073,-6.4809055,,,,,,,,11.52,-0.072,9.9337,,,,,,,,,,,13.19,6.003393118,7.361375429,3.379803489,2.996332094,-0.35067232,0.281447207,0.755484511,-0.182513473,-0.333426911
1980.75,3.947363122,7.5,4.439115602,12.81,5.69238443,3.11564637,3.930177216,3.749339356,1.282706,-6.152367,-5.2645945,,,,,,,,12.49,-0.2977,11.499,,,,,,,,,,,13.77,6.013715156,7.368213495,3.402429955,2.987548881,-0.453279794,0.28206074,0.631232254,-0.038762095,-0.494164378
1980.833333,3.964480722,7.5,4.449685283,15.85,5.698602415,3.110533089,3.924445525,3.74886858,1.875421,-4.276946,-3.3897515,,,,,,,,14.15,0.2673,16.483,,,,,,,,,,,18.56,6.017863021,7.375130457,3.364844552,3.000271954,-0.607782495,0.315208686,0.424609161,0.008959482,-0.419584516
1980.916667,3.970331535,7.2,4.458987676,18.9,5.661501082,3.103599644,3.931570698,3.759500999,-0.6443099,-4.9212559,-4.023432,,,,,,,,14.88,-0.0993,16.678,,,,,,,,,,,22,6.012491914,7.3776339,3.30886277,3.011999246,-0.710632229,0.442997768,0.693902325,-0.362348641,-0.440523078
1981,3.964788116,7.5,4.468204331,19.08,5.640842675,3.116577283,3.943386004,3.752863134,0,-4.9212559,-4.023432,,,,,,,,14.08,0.3287,-3.6705,,,,,,,,,,,17.25,6.019322875,7.382062136,3.303951997,3.012982627,-0.315037431,0.562087002,0.304033824,-0.410330628,-0.214081028
1981.083333,3.959917531,7.4,4.477336814,15.93,5.61111879,3.142167552,3.936012932,3.747030431,-0.7453017,-5.6665576,-4.8022978,,,,,,,,14.57,0.1061,-21.706,,,,,,,,,,,15.53,6.027796476,7.389378637,3.283651818,3.023201516,0.196486045,0.817244025,-0.381568345,0.432322716,-0.085799544
1981.166667,3.965156106,7.4,4.484131858,14.7,5.617207366,3.154657253,3.933197241,3.751102797,0.3091551,-5.3574025,-4.4970118,,,,,,,,13.71,-0.0368,-4.2337,,,,,,,,,,,14.63,6.03787092,7.400376198,3.28567429,3.048656737,0.133776992,0.570570216,0.35497253,0.031637474,-0.0053167
1981.25,3.960735071,7.2,4.489759334,15.72,5.620400866,3.108525101,3.939365762,3.751478596,0,-5.3574025,-4.4970118,,,,,,,,14.32,0.5027,11.649,,,,,,,,,,,18.92,6.057720343,7.414090837,3.307692238,3.037689623,0.041899871,0.211626942,-0.059131328,0.574207488,-0.069829686
1981.333333,3.966842575,7.5,4.496470769,18.52,5.599532453,3.092178172,3.938937538,3.755977198,1.508348,-3.8490545,-2.9839348,,,,,,,,16.2,0.2655,22.767,,,,,,,,,,,17.56,6.051383037,7.417099806,3.295244098,3.006919463,-0.120624224,0.253256247,0.268749955,-0.136618974,-0.144709239
1981.416667,3.971363038,7.5,4.505349851,19.1,5.589941658,3.093947321,3.947583181,3.762431915,0,-3.8490545,-2.9839348,,,,,,,,14.86,0.4258,3.9731,,,,,,,,,,,18.64,6.052559646,7.42075853,3.281925739,3.010423822,-0.290601058,0.359407501,0.726093481,-0.637001212,-0.393857162
1981.5,3.977911864,7.2,4.516338972,19.04,5.614769095,3.10534872,3.943889822,3.757868992,-0.6647913,-4.5138458,-3.5974532,,,,,,,,15.72,0.4122,-0.24624,,,,,,,,,,,17.46,6.056549794,7.427679386,3.299755106,3.027860587,0.33603404,0.523813888,-0.449779038,0.483741323,-0.118204854
1981.583333,3.977526061,7.4,4.523960131,17.82,5.607418406,3.161458554,3.945341721,3.754971455,-0.0802236,-4.5940694,-3.6415116,,,,,,,,16.72,0.2397,-8.1491,,,,,,,,,,,16.83,6.056549794,7.435024955,3.295132915,3.045284052,-0.101681529,0.620098409,0.226449562,-0.18317767,-0.472576723
1981.666667,3.971280104,7.6,4.533674184,15.87,5.58488632,3.116931689,3.943327855,3.754316009,0,-4.5940694,-3.6415116,,,,,,,,16.52,0.3944,-11.652,,,,,,,,,,,16.58,6.056784013,7.441906728,3.238560798,3.060208293,0.110233194,0.311142382,0.487565019,-0.176330608,-0.259746406
1981.75,3.964406705,7.9,4.536891345,15.08,5.561488997,3.058941787,3.945767211,3.755907062,-0.546217,-5.1402864,-4.2146973,,,,,,,,15.38,0.5699,-2.3218,,,,,,,,,,,14.44,6.060057339,7.451125534,3.246062885,3.070515018,0.516518835,0.33607779,0.3982737,0.162218931,-0.013417863
1981.833333,3.952919237,8.3,4.541164856,13.31,5.54130276,3.053670938,3.944954754,3.753636701,-0.4094439,-5.5497303,-4.569135,,,,,,,,12.41,0.155,-8.2824,,,,,,,,,,,12.44,6.066803904,7.459396497,3.253856794,3.083743151,0.713322624,0.00106796,0.019985002,0.397673062,-0.102662564
1981.916667,3.941772081,8.5,4.544358047,12.37,5.517974849,3.048372161,3.953280105,3.760362556,0.1070532,-5.4426771,-4.4681485,,,,,,,,12.85,0.5411,-1.256,,,,,,,,,,,13.13,6.07924646,7.470508996,3.264499075,3.088994904,1.20379776,0.114113114,-0.672039332,1.14780117,-0.027568657
1982,3.921876302,8.6,4.547541073,13.22,5.530063807,3.064325065,3.946501724,3.756958575,0,-5.4426771,-4.4681485,,,,,,,,14.32,0.7557,10.658,,,,,,,,,,,14.21,6.09289234,7.478960789,3.285112903,3.0610049,0.914430173,0.040547093,0.360542947,-0.040903374,-0.046726359
1982.083333,3.941643942,8.9,4.550714,14.78,5.532638218,3.096391757,3.953932409,3.761734856,1.014477,-4.4282001,-3.4483415,,,,,,,,14.73,0.4523,14.804,,,,,,,,,,,13.74,6.091083612,7.481273972,3.256865011,3.044236683,0.872351546,0.251289655,0.968126068,-0.558672068,-0.105290645
1982.166667,3.934081909,9,4.550714,14.68,5.511289363,3.094581638,3.949106822,3.763082065,-0.4120262,-4.8402263,-3.8885502,,,,,,,,13.95,0.9075,-0.050543,,,,,,,,,,,16.8,6.09289234,7.488013677,3.188457854,3.054284161,-0.041400144,-0.302062216,0.564072698,0.043222784,-0.83570495
1982.25,3.925168227,9.3,4.553876892,14.94,5.504518197,3.075236375,3.953778964,3.766164517,0,-4.8402263,-3.8885502,,,,,,,,13.98,0.6955,3.8805,,,,,,,,,,,15.28,6.102782283,7.497706267,3.201281956,3.045188882,0.936057751,-0.179350085,-0.150767824,0.300863305,-0.218739049
1982.333333,3.918939034,9.4,4.563305982,14.45,5.515362359,3.118038398,3.94993517,3.764890971,-0.097881,-4.9381073,-3.9476842,,,,,,,,13.34,0.7107,-0.70987,,,,,,,,,,,13.38,6.101887228,7.504061108,3.186517909,3.066237334,0.805929057,0.011943147,0.186923706,0.05016107,-0.358468967
1982.416667,3.915656397,9.6,4.574710979,14.15,5.478511662,3.072647017,3.940610462,3.770874102,0,-4.9381073,-3.9476842,,,,,,,,14.07,0.6409,1.2424,,,,,,,,,,,14.58,6.103676538,7.509883061,3.17930305,3.057203596,0.589415485,0.358950914,0.100038972,0.464137003,-0.394911377
1982.5,3.912670796,9.8,4.579852378,12.59,5.485502079,3.077819045,3.955523011,3.772416051,-0.1981146,-5.1362219,-4.1449482,,,,,,,,13.24,0.6086,-6.904,,,,,,,,,,,11.41,6.104793232,7.513054369,3.189282222,3.069911672,0.560914927,0.47641707,0.849246308,-0.087320246,-0.474425896
1982.583333,3.904107762,9.8,4.581901559,10.12,5.473656268,3.084017838,3.94866347,3.776730062,-0.2438593,-5.3800812,-4.3545791,,,,,,,,11.43,-0.1286,-12.595,,,,,,,,,,,10.63,6.112353864,7.520559707,3.197529607,3.087718754,0.704261073,0.020414029,0.26948007,0.505632446,-0.352499787
1982.666667,3.900939813,10.1,4.581901559,10.31,5.472354704,3.128119262,3.952953794,3.78125351,0,-5.3800812,-4.3545791,,,,,,,,10.85,0.4704,6.9499,,,,,,,,,,,12.17,6.124464549,7.527686397,3.151966496,3.085161558,1.0468049,-0.198000106,-0.338139335,0.864654627,-0.074675573
1982.75,3.892071287,10.4,4.585987367,9.71,5.450566239,3.101262775,3.961593817,3.79044277,-0.2593523,-5.6394335,-4.5950621,,,,,,,,9.32,0.1178,-0.33051,,,,,,,,,,,9.41,6.140961558,7.533747184,3.188499088,3.115868095,0.749380464,-0.239198509,-0.018338725,0.504913928,-0.251809151
1982.833333,3.888127775,10.8,4.584967479,9.2,5.430397707,3.156404499,3.958925675,3.794364962,0.0899754,-5.5494581,-4.4683189,,,,,,,,9.16,0.4971,-0.39853,,,,,,,,,,,8.93,6.155919102,7.541205532,3.202990316,3.132053521,1.01469012,0.100487161,-0.231650944,0.69003899,-0.257916414
1982.916667,3.880994564,10.8,4.581901559,8.95,5.423936288,3.165770363,3.967249554,3.795421771,0.6315141,-4.917944,-3.8163026,,,,,,,,8.91,0.6998,1.0843,,,,,,,,,,,11.2,6.162893663,7.552971926,3.211085559,3.14208117,0.68213455,-0.161384297,0.053547864,0.235743758,-0.307521373
1983,3.899903864,10.4,4.58394655,8.68,5.440294245,3.151795409,3.961194049,3.8032121,0,-4.917944,-3.8163026,,,,,,,,8.62,0.331,0.65471,0,0,0,,,,,,,,8.56,6.16793569,7.580597706,3.195893748,3.129126157,0.522712673,-0.3574851,0.022449247,0.189290005,-0.107004446
1983.083333,3.893734791,10.4,4.584967479,8.51,5.476505392,3.143548648,3.960927449,3.80439325,0.2108304,-4.7071136,-3.6282945,,,,,,,,8.92,0.2709,-0.59034,0.1939195,0.1939195,0.1939195,,,,,,,,8.53,6.182704549,7.599501479,3.158361197,3.161161963,-0.113944783,-0.35380738,-0.166731628,0.52756242,-0.610939789
1983.166667,3.901788814,10.3,4.585987367,8.77,5.494089721,3.159210743,3.975298229,3.811384656,0.1374193,-4.5696943,-3.4827364,,,,,,,,9.04,0.219,2.3761,0.1894976,0.3834171,0.1894976,,,,,,,,10.81,6.195629132,7.608622583,3.098424232,3.175467154,0.248784069,-0.20840322,0.300588559,-0.201369565,-0.025473217
1983.25,3.913815398,10.2,4.593097605,8.8,5.518496528,3.194665096,3.970895505,3.816238713,0,-4.5696943,-3.4827364,,,,,,,,8.98,0.1214,-0.20285,0,0.3834171,0,,,,,,,,8.84,6.200914771,7.615249053,3.116444349,3.190270568,-0.0818257,-0.377746775,0.17340236,0.103946774,-0.197463592
1983.333333,3.920772616,10.1,4.597138014,8.63,5.516528775,3.220075105,3.975598563,3.818129821,-0.0386531,-4.6083474,-3.5029109,,,,,,,,8.9,-0.0789,-1.7293,0.1340454,0.5174625,0.1340454,,,,,,,,8.94,6.214608098,7.622370366,3.091496896,3.195402469,-0.324828177,-0.029394255,0.159673998,0.406058655,-0.258054913
1983.416667,3.926428743,10.1,4.599152114,8.98,5.513025439,3.250219441,3.986053832,3.822360845,0,-4.6083474,-3.5029109,,,,,,,,9.66,0.0893,2.0724,0,0.5174625,0,,,,,,,,10.06,6.222576268,7.627447015,3.082231019,3.202705792,-0.277118445,-0.161254961,0.102346728,0.356906288,-0.090451626
