POIL,CPI,OILPROD,OILSTOCKS,WORLDIP,IP
26.27,179.3,66176.75,2158.222015,87.97456,92.479
27.02,179.5,66750.56,2181.229272,88.3083,92.8824
25.52,179.6,66606.81,2190.385272,88.48105,93.7637
26.94,180,67068.31,2175.789108,88.8388,93.5461
28.38,180.5,66793.75,2181.990597,89.14413,93.5765
29.67,180.8,67330.38,2142.817,89.40881,93.7116
28.85,181.2,68739.25,2189.896729,89.50645,93.4006
26.27,181.5,68837.19,2193.334578,89.82052,93.8758
29.42,181.8,67179.81,2191.768321,89.51485,93.4191
32.94,182.6,67722.06,2200.371756,90.51617,93.9571
35.87,183.6,69312.38,2198.445183,90.49358,94.2558
33.55,183.9,69844.63,2220.584712,90.54109,94.0416
28.25,183.2,68764.63,2224.635946,90.27492,93.3666
28.14,182.9,68761.75,2211.862694,90.13242,93.3852
30.72,183.1,67951.81,2229.613129,90.54904,93.5219
30.76,183.7,68570.63,2256.559235,91.21933,93.9144
31.59,184.5,69025.69,2264.88331,91.10155,93.7371
28.29,185.1,69694.31,2286.709236,91.96587,94.3262
30.33,184.9,70598.75,2285.133379,92.80256,94.4442
31.09,185,70831.13,2292.444181,93.10926,95.2224
32.15,185.5,72088.19,2299.451224,93.79475,95.1545
34.27,186.3,71775.75,2299.307774,93.64323,95.3434
34.74,186.7,71755.13,2316.079735,94.86493,95.9228
36.76,187.1,71699.81,2308.235982,94.84258,95.4538
36.69,187.4,71665.88,2326.113902,95.46178,95.8653
40.28,188.2,71341.94,2336.699606,95.78032,96.6472
38.02,188.9,72940.31,2341.492602,95.70715,95.8588
40.69,189.1,73397.06,2332.497637,96.36539,96.5901
44.94,189.2,72367.31,2304.652146,96.41619,96.6687
45.95,189.8,72987.88,2321.777269,96.80513,96.745
53.13,190.8,73603.19,2343.775111,97.2409,97.6604
48.46,191.7,73264.88,2381.012893,97.38412,97.8427
43.33,191.7,72898.13,2361.830531,97.72898,98.5495
46.84,191.6,73182.5,2364.074224,98.48814,99.002
47.97,192.4,73460.88,2359.509038,98.54713,99.6741
54.31,193.1,73775.38,2389.395385,98.77973,99.5181
53.04,193.7,74067.88,2395.587322,99.50079,99.6518
49.83,193.6,74224.69,2423.236585,99.12711,99.8158
56.26,193.7,73843.19,2405.086187,99.79114,100.2232
58.7,194.9,73684.69,2422.564232,99.88013,99.8997
64.97,196.1,73727.19,2433.106226,100.1999,100.1025
65.57,198.8,73286,2441.711488,100.284,98.2644
62.37,199.1,73381.56,2446.063113,100.8638,99.4949
58.3,198.1,73846.38,2442.931284,101.9382,100.5129
59.43,198.1,74132.56,2451.861361,102.6133,101.1118
65.51,199.3,73647.38,2420.214914,102.4846,101.2313
61.63,199.4,73561.88,2444.345575,103.3763,101.2755
62.9,199.7,73414.88,2443.834059,103.7015,101.4651
69.69,200.7,73481,2448.975405,104.1263,101.9012
70.94,201.3,73035.69,2443.702852,104.8311,101.7589
70.96,201.8,72932.19,2441.478996,105.1742,102.1304
74.41,202.9,73961.38,2453.681331,105.5162,102.0989
73.05,203.8,73654.25,2454.048998,105.9304,102.4526
63.87,202.8,73365.13,2458.999226,106.3349,102.2753
58.88,201.9,73705.81,2473.575842,106.608,102.2299
59.37,202,73337.25,2494.218585,107.8786,102.1419
62.03,203.1,73117.44,2458.278248,108.5713,103.2191
54.57,203.437,72767.31,2460.255758,109.2043,102.7129
59.26,204.226,73023.44,2477.371548,109.4357,103.7659
60.56,205.288,72945.94,2460.885684,110.1518,103.9538
63.97,205.904,73183.56,2468.940944,110.3011,104.7077
63.46,206.755,72711,2494.599683,111.3127,104.7507
67.48,207.234,72322.44,2500.880077,111.4787,104.7581
74.18,207.603,72832.13,2491.130319,111.978,104.7111
72.39,207.667,72184.5,2471.791101,112.4597,104.9122
79.93,208.547,72961.38,2467.588938,112.5314,105.2764
86.2,209.19,73638.5,2441.680787,113.2724,104.772
94.62,210.834,73345.81,2436.919049,113.7429,105.3295
91.73,211.445,73789.81,2448.313624,113.9851,105.3213
92.95,212.174,73874.13,2452.629407,115.6785,105.0195
95.35,212.687,74057.88,2440.93334,115.0503,104.6741
105.56,213.448,74237.88,2479.412197,114.6896,104.4179
112.57,213.942,73646.13,2454.620864,115.1825,103.6403
125.39,215.208,73963.44,2444.586421,114.1686,103.1178
133.93,217.463,73982.94,2437.556623,114.4692,102.9484
133.44,219.016,74729,2468.22655,113.7066,102.4071
116.61,218.69,73531.75,2487.16912,112.6833,100.8875
103.9,218.877,72525.5,2498.927782,111.5413,96.5439
76.65,216.995,73586.75,2503.232728,109.8184,97.4562
57.44,213.153,73427.56,2514.699283,106.8489,96.2593
41.02,211.398,72631.63,2534.455955,103.4164,93.4434
41.74,211.933,71529.25,2540.029985,100.4904,91.2317
39.16,212.705,72050.56,2535.090133,101.3404,90.6389
47.98,212.495,71852,2531.735345,100.8404,89.1913
49.79,212.709,72003.81,2523.230026,101.0283,88.3876
59.16,213.022,71594.06,2506.520342,101.6028,87.4424
69.68,214.79,71796.75,2488.57863,102.5956,87.065
64.09,214.726,72644.38,2506.447053,103.5034,87.981
71.06,215.445,72132,2517.142411,104.3562,88.9534
69.46,215.861,72612.63,2512.992964,105.5352,89.6229
75.82,216.509,73068.25,2497.897593,106.0477,89.9136
78.08,217.234,73045.19,2531.391395,107.0355,90.2811
74.3,217.347,72743.63,2525.846824,107.667,90.5265
78.22,217.488,72907.25,2537.86511,109.6685,91.5636
76.42,217.281,73473.19,2528.761113,109.5251,91.8988
81.24,217.353,73774.5,2530.516922,111.1295,92.5394
84.48,217.403,73761.06,2520.769844,111.635,92.928
73.84,217.29,73823.69,2526.234975,112.5807,94.3244
75.35,217.199,73935.13,2540.019701,112.3613,94.5056
76.37,217.605,74200,2535.248756,112.8854,94.9417
76.82,217.923,74133.63,2551.376332,113.3088,95.3385
75.31,218.275,74439.88,2547.836787,113.5702,95.6063
81.9,219.035,74332.44,2572.269551,114.1142,95.3785
84.14,219.59,74940,2547.906493,114.7718,95.4163
89.04,220.472,74893.56,2539.402796,116.1199,96.2444
89.42,221.187,75386.5,2544.344816,117.7303,96.1454
89.58,221.898,75141.63,2537.637208,117.5355,95.7235
102.94,223.046,74122.19,2535.878648,117.1961,96.6445
110.04,224.093,74059.56,2544.024925,116.6106,96.2727
101.33,224.806,73314.44,2538.827891,117.684,96.4871
96.29,224.806,74098.5,2524.200949,117.9905,96.715
97.19,225.395,74385.88,2503.142419,118.3499,97.1317
86.33,226.106,74908.75,2474.444091,118.6061,97.7027
85.61,226.597,74257.13,2452.639819,118.533,97.6288
86.41,226.75,74798.5,2454.332038,118.5491,98.3224
97.21,227.169,75782.19,2462.127405,118.3952659,98.1979
98.57,227.223,76191.81,2470.38893,118.7540491,98.6923
100.24,227.842,76337.5,2453.791931,118.7763274,99.3264
102.25,228.329,76656.06,2442.506512,119.3190291,99.6217
106.19,228.807,76340.25,2458.970952,118.4032678,99.0674
103.33,229.187,76644.5,2483.595272,117.904919,99.8626
94.7,228.713,75932.94,2497.4221,118.6075779,100.0384
82.41,228.524,75746.94,2509.19589,118.1129419,100.0677
87.93,228.59,75942.19,2515.128457,118.2489097,100.304
94.16,229.918,75993.38,2517.691844,118.1092847,99.9132
94.72,231.015,75481.56,2530.690259,117.4673513,99.9138
89.57,231.638,75985.31,2515.57312,118.0584445,100.2063
86.66,231.249,76528.56,2526.416564,118.0718181,100.7003
88.25,231.221,76566.63,2509.178815,118.2507218,100.9782
94.69,231.679,75888,2510.026127,118.3678394,100.8955
95.32,232.937,75679.63,2516.000748,118.5008206,101.4671
93.05,232.282,75817.44,2520.000803,118.5575579,101.772
92.07,231.797,76247.63,2508.203019,118.6101599,101.6802
94.8,231.893,76199.13,2480.709636,118.6502017,101.6916
95.8,232.445,76174.25,2490.308543,118.5084096,101.873
104.61,232.9,76665.5,2503.008868,119.0034192,101.297
106.57,233.456,76426.94,2502.772824,119.3454403,102.0772
106.29,233.544,75902.25,2538.02454,119.6083041,102.5705
100.54,233.669,76260.88,2542.112458,119.5430991,102.4728
93.86,234.1,76543.38,2537.050774,120.0807096,102.8086
97.63,234.719,76886.63,2535.972089,120.0716587,103.0979
94.62,235.347,77257.88,2536.751266,120.2024796,102.6063
100.82,235.522,77761.56,2527.049227,120.4656778,103.6292
100.8,235.956,77179.94,2517.649606,120.5314888,104.5546
102.07,236.463,77247,2506.172191,120.9985414,104.7807
102.18,236.867,76948.25,2508.804297,120.6613084,105.0799
105.79,237.188,77353.5,2505.40012,120.6981708,105.4698
103.59,237.485,77616.63,2494.942024,120.7915843,105.4919
96.54,237.439,77782.75,2511.731804,119.7175812,105.425
93.21,237.452,78668,2496.712009,121.0426738,105.7329
84.4,237.447,79410.69,2508.422327,120.2291676,105.7898
75.79,237.042,79498.94,2495.261876,120.9236081,106.6134
59.29,236.27,80310.25,2506.744552,121.663812,106.3797
47.22,234.836,79728.56,2511.163196,121.3552511,105.6148
50.58,235.274,79522.88,2533.954264,121.0105796,105.4321
47.82,235.956,80422.31,2561.950438,121.1057314,105.0745
54.45,236.165,80016.81,2573.24008,120.9041429,104.6624
59.27,236.952,79975.75,2587.444605,120.3909988,104.2843
59.82,237.618,80397.81,2586.895587,121.079014,103.9927
50.9,237.993,80923.75,2583.508269,120.8519395,104.515
42.87,237.989,80772,2613.202563,121.143835,104.5091
45.48,237.467,80558.94,2627.340166,121.2197513,104.2038
46.22,237.764,80698.75,2646.75238,121.5863795,104.0045
42.44,238.072,81290.69,2660.803262,121.0042451,103.3965
37.19,237.827,81446.44,2684.747103,120.6917968,102.9179
31.68,237.99,81466.63,2668.98474,121.3757467,103.4822
30.32,237.532,80705.06,2672.014825,121.2161554,103.2685
37.55,238.022,80676.75,2660.98212,121.3393057,102.5263
40.75,238.843,79778.25,2672.54273,121.5704938,102.8697
46.71,239.439,78990.94,2684.438211,121.4739268,102.7552
48.76,240.074,79889.38,2699.593499,122.2320657,103.1249
44.65,240.058,80607.5,2709.896011,121.5933861,103.2173
44.72,240.569,80064,2708.798668,122.1314031,103.1459
45.18,241.017,80392.06,2695.651891,121.9177778,102.9898
49.78,241.667,81571.56,2696.349596,122.4135611,103.1742
45.66,242.081,82631.94,2707.02451,122.9915998,102.9478
51.97,242.784,82090.5,2713.014329,122.8196693,103.7675
52.5,244.028,81166.63,2730.129292,122.9383,103.4572
53.47,244.102,81161,2732.383463,123.4398762,103.7038
49.33,243.717,80351.81,2734.387627,123.9891729,103.9162
51.06,244.087,79924.31,2718.870641,124.4111938,105.0468
48.48,243.911,80508.38,2696.749953,124.6554147,105.0682
45.18,244.032,81038.31,2692.514986,124.6630696,105.2526
46.63,244.236,81582.56,2687.100656,124.4186617,105.0086
48.04,245.262,80971.13,2658.227019,125.3369416,104.5605
49.82,246.392,81169.75,2672.646776,125.410585,104.8687
51.58,246.583,81391.63,2621.810472,125.6960282,106.5932
56.64,247.411,82043.81,2622.686409,126.746254,106.8693
57.88,247.91,81799.94,2618.974241,126.9423079,107.3562
